"base_gene_src","base_id_src","base_gene_dest","base_id_dest","pathway","database"
"SIRT1","ENTREZID","NFKB1","ENTREZID","Organismal Systems-Aging-Longevity regulating pathway","kegg"
"CAMK4","ENTREZID","PPARGC1A","ENTREZID","Organismal Systems-Aging-Longevity regulating pathway","kegg"
"PPP1CA","ENTREZID","CACNG3","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PPP2R3B","ENTREZID","CACNG3","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"CAMK2A","ENTREZID","CACNG3","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PPP2R3B","ENTREZID","RYR2","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PPP1CA","ENTREZID","RYR2","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PRKACA","ENTREZID","SLC8A2","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"TNNT2","ENTREZID","ACTC1","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PPP2R3B","ENTREZID","TNNI3","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"TNNI3","ENTREZID","TPM1","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"TPM1","ENTREZID","ACTC1","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PRKACA","ENTREZID","ATP1B4","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"ADRB2","ENTREZID","GNAS","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"ADRB2","ENTREZID","GNAI1","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"ADCY1","ENTREZID","RAPGEF3","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PRKACA","ENTREZID","PPP1R1A","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PRKACA","ENTREZID","SCN1B","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"CREM","ENTREZID","CREB3","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"RPS6KA5","ENTREZID","CREB3","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PPP1CA","ENTREZID","PLN","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"CAMK2A","ENTREZID","SCN1B","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PRKCA","ENTREZID","PPP1R1A","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PPP1R1A","ENTREZID","PPP1CA","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"PPP2R3B","ENTREZID","PPP1R1A","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"AGTR1","ENTREZID","GNAQ","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"ADRA1D","ENTREZID","GNAQ","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"RAPGEF3","ENTREZID","MAPK14","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"CREM","ENTREZID","BCL2","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"KCNK2","ENTREZID","BVES","ENTREZID","Organismal Systems-Circulatory system-Adrenergic signaling in cardiomyocytes","kegg"
"TNNI3","ENTREZID","TNNT2","ENTREZID","Organismal Systems-Circulatory system-Cardiac muscle contraction","kegg"
"TNNT2","ENTREZID","TNNC1","ENTREZID","Organismal Systems-Circulatory system-Cardiac muscle contraction","kegg"
"TRDN","ENTREZID","HRC","ENTREZID","Organismal Systems-Circulatory system-Cardiac muscle contraction","kegg"
"ASPH","ENTREZID","CASQ2","ENTREZID","Organismal Systems-Circulatory system-Cardiac muscle contraction","kegg"
"TRDN","ENTREZID","CASQ2","ENTREZID","Organismal Systems-Circulatory system-Cardiac muscle contraction","kegg"
"RYR2","ENTREZID","CASQ2","ENTREZID","Organismal Systems-Circulatory system-Cardiac muscle contraction","kegg"
"PPP1R14A","ENTREZID","PPP1R12A","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"MYL9","ENTREZID","ACTA2","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"MYH9","ENTREZID","ACTA2","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"GNA11","ENTREZID","PLA2G4B","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"AVPR1A","ENTREZID","GNA11","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"GNA13","ENTREZID","AVPR1A","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"AGTR1","ENTREZID","GNA13","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"EDNRA","ENTREZID","GNA13","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"MAPK1","ENTREZID","CALD1","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"PRKACA","ENTREZID","ITPR1","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"PRKACA","ENTREZID","MYLK4","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"PRKACA","ENTREZID","KCNMB2","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"PTGIR","ENTREZID","GNAS","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"CALCRL","ENTREZID","GNAS","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"CALCA","ENTREZID","CALCRL","ENTREZID","Organismal Systems-Circulatory system-Vascular smooth muscle contraction","kegg"
"PARD3","ENTREZID","PRKCZ","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RGS3","ENTREZID","GNAI1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PTK2","ENTREZID","MAPK1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNB2","ENTREZID","RAC1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NGEF","ENTREZID","RAC1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FYN","ENTREZID","RAC1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RAC1","ENTREZID","ABLIM3","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NTNG1","ENTREZID","LRRC4C","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SLIT2","ENTREZID","ROBO1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SLIT2","ENTREZID","ROBO2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SLIT1","ENTREZID","ROBO2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SLIT1","ENTREZID","ROBO1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NCK2","ENTREZID","PTK2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SRGAP2","ENTREZID","CDC42","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RND1","ENTREZID","RHOA","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RRAS","ENTREZID","RHOA","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NGEF","ENTREZID","RHOA","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SEMA7A","ENTREZID","ITGB1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EFNA1","ENTREZID","RASA1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NGEF","ENTREZID","CDC42","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"DCC","ENTREZID","NCK1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ROBO3","ENTREZID","ROBO1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ABL1","ENTREZID","ROBO1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ROBO1","ENTREZID","SRGAP2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ROBO1","ENTREZID","NCK2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ROBO1","ENTREZID","PAK4","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EPHB1","ENTREZID","NGEF","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EPHA2","ENTREZID","NGEF","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RASA1","ENTREZID","HRAS","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EPHB1","ENTREZID","RASA1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EPHA2","ENTREZID","RASA1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EPHA2","ENTREZID","ABL1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EPHB1","ENTREZID","ABL1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ABL1","ENTREZID","ENAH","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"UNC5D","ENTREZID","PTPN11","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SRC","ENTREZID","UNC5D","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PTK2","ENTREZID","UNC5D","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EFNA1","ENTREZID","EPHA2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ABL1","ENTREZID","ROBO2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ROBO2","ENTREZID","NCK2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ROBO2","ENTREZID","PAK4","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"ROBO2","ENTREZID","SRGAP2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EFNB1","ENTREZID","RGS3","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EFNB1","ENTREZID","EPHB1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EFNB1","ENTREZID","NCK2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SEMA7A","ENTREZID","PLXNC1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"EFNA1","ENTREZID","FYN","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FYN","ENTREZID","RHOA","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NTN1","ENTREZID","DCC","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NTN1","ENTREZID","UNC5D","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNB2","ENTREZID","ARHGEF12","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNB2","ENTREZID","MET","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNB2","ENTREZID","RRAS","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SEMA4F","ENTREZID","PLXNB2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNB2","ENTREZID","RND1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNA1","ENTREZID","NRP1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNA1","ENTREZID","RND1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FYN","ENTREZID","PLXNA1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FES","ENTREZID","PLXNA1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RHOD","ENTREZID","PLXNA1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PLXNA1","ENTREZID","RAC1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SEMA3A","ENTREZID","NRP1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"L1CAM","ENTREZID","NRP1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NTNG2","ENTREZID","LRRC4","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SRC","ENTREZID","DCC","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SMO","ENTREZID","PRKCA","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PRKCA","ENTREZID","ILK","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SHH","ENTREZID","BOC","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"SMO","ENTREZID","FYN","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"TRPC1","ENTREZID","BMPR2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"BMPR1B","ENTREZID","LIMK1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"BMPR2","ENTREZID","LIMK1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FZD3","ENTREZID","PIK3CA","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"WNT4","ENTREZID","FZD3","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"WNT5A","ENTREZID","RYK","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"WNT5A","ENTREZID","FZD3","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PARD3","ENTREZID","GSK3B","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PRKCZ","ENTREZID","GSK3B","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PARD6A","ENTREZID","GSK3B","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PDPK1","ENTREZID","PARD3","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PDPK1","ENTREZID","PRKCZ","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PDPK1","ENTREZID","PARD6A","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FYN","ENTREZID","CDK5","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"GSK3B","ENTREZID","DPYSL2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"CDK5","ENTREZID","DPYSL2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"DPYSL5","ENTREZID","DPYSL2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RHOD","ENTREZID","RND1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FES","ENTREZID","DPYSL2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FES","ENTREZID","DPYSL5","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PPP3CA","ENTREZID","SSH1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"DCC","ENTREZID","PLCG1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PAK4","ENTREZID","NCK2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NCK2","ENTREZID","RAC1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PAK4","ENTREZID","RAC1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"BOC","ENTREZID","SMO","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PTK2","ENTREZID","FYN","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"DCC","ENTREZID","PTK2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"FYN","ENTREZID","CDC42","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"CDC42","ENTREZID","ABLIM3","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"PTK2","ENTREZID","DCC","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NEO1","ENTREZID","ARHGEF12","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"LRIG2","ENTREZID","NEO1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"NEO1","ENTREZID","PTK2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RGMA","ENTREZID","NEO1","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"RGMA","ENTREZID","LRIG2","ENTREZID","Organismal Systems-Development and regeneration-Axon guidance","kegg"
"CSF1R","ENTREZID","PIK3CA","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TRAF2","ENTREZID","GAB2","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TRAF2","ENTREZID","RAC1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"SQSTM1","ENTREZID","TRAF2","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TRAF2","ENTREZID","FYN","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"IL1R1","ENTREZID","TRAF2","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"FHL2","ENTREZID","TRAF2","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CYLD","ENTREZID","TRAF2","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"STAT1","ENTREZID","TRAF2","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TNFRSF11A","ENTREZID","TYROBP","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TNFRSF11A","ENTREZID","BTK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TNFRSF11A","ENTREZID","FCGR1A","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TNFRSF11B","ENTREZID","TNFSF11","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CYLD","ENTREZID","SQSTM1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"GAB2","ENTREZID","PLCG2","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"NFKB1","ENTREZID","NFATC1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"FOS","ENTREZID","NFATC1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"NFKB2","ENTREZID","NFATC1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"NFKB2","ENTREZID","IFNB1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"IRF9","ENTREZID","FOS","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"FOS","ENTREZID","ACP5","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"FOS","ENTREZID","CALCR","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"FOS","ENTREZID","CTSK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"FOS","ENTREZID","ITGB3","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"BTK","ENTREZID","BLNK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"FCGR1A","ENTREZID","SYK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"SIRPB1","ENTREZID","SYK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"TYROBP","ENTREZID","SYK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"PLCG2","ENTREZID","ATP2A1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"PLCG2","ENTREZID","ITPR1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"ITPR1","ENTREZID","PPP3CA","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"ATP2A1","ENTREZID","PPP3CA","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"NFATC1","ENTREZID","ACP5","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"NFATC1","ENTREZID","CALCR","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"NFATC1","ENTREZID","ITGB3","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"NFATC1","ENTREZID","CTSK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CAMK4","ENTREZID","CREB1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CREB1","ENTREZID","FOS","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CREB1","ENTREZID","ACP5","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CREB1","ENTREZID","CTSK","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CREB1","ENTREZID","CALCR","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"CREB1","ENTREZID","ITGB3","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"PPARG","ENTREZID","FOS","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"GRB2","ENTREZID","MAPK1","ENTREZID","Organismal Systems-Development and regeneration-Osteoclast differentiation","kegg"
"SCTR","ENTREZID","GNAS","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR0B2","ENTREZID","SLCO1B1","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR0B2","ENTREZID","SLC10A1","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR1H4","ENTREZID","ABCB11","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR1H4","ENTREZID","ABCC2","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR0B2","ENTREZID","CYP7A1","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR1H4","ENTREZID","RXRA","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR1H4","ENTREZID","NR0B2","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR1H4","ENTREZID","ABCB4","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR1H4","ENTREZID","SLC51B","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"NR1H4","ENTREZID","SLC51A","ENTREZID","Organismal Systems-Digestive system-Bile secretion","kegg"
"AKT3","ENTREZID","SLC2A5","ENTREZID","Organismal Systems-Digestive system-Carbohydrate digestion and absorption","kegg"
"PRKCB","ENTREZID","SLC2A2","ENTREZID","Organismal Systems-Digestive system-Carbohydrate digestion and absorption","kegg"
"GNAT3","ENTREZID","PLCB1","ENTREZID","Organismal Systems-Digestive system-Carbohydrate digestion and absorption","kegg"
"TAS1R3","ENTREZID","GNAT3","ENTREZID","Organismal Systems-Digestive system-Carbohydrate digestion and absorption","kegg"
"TAS1R2","ENTREZID","GNAT3","ENTREZID","Organismal Systems-Digestive system-Carbohydrate digestion and absorption","kegg"
"ANGPTL8","ENTREZID","ANGPTL3","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"ANGPTL3","ENTREZID","LPL","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOH","ENTREZID","LPL","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOC2","ENTREZID","LPL","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"ABCA1","ENTREZID","APOA1","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOA1","ENTREZID","ABCA1","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOC1","ENTREZID","LCAT","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOA1","ENTREZID","LCAT","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOC1","ENTREZID","CETP","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"PCSK9","ENTREZID","LDLR","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOB","ENTREZID","LDLR","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"MYLIP","ENTREZID","LDLR","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"STARD3","ENTREZID","VAPB","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"NPC1","ENTREZID","OSBPL5","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"VDAC1","ENTREZID","STAR","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"TSPO","ENTREZID","VDAC1","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"STARD3","ENTREZID","VDAC1","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"VDAC1","ENTREZID","TSPO","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"SORT1","ENTREZID","APOB","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"CIDEB","ENTREZID","APOB","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"APOB","ENTREZID","SORT1","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"LRPAP1","ENTREZID","LRP1","ENTREZID","Organismal Systems-Digestive system-Cholesterol metabolism","kegg"
"AGPAT1","ENTREZID","PLPP1","ENTREZID","Organismal Systems-Digestive system-Fat digestion and absorption","kegg"
"MOGAT3","ENTREZID","DGAT2","ENTREZID","Organismal Systems-Digestive system-Fat digestion and absorption","kegg"
"PLPP1","ENTREZID","DGAT2","ENTREZID","Organismal Systems-Digestive system-Fat digestion and absorption","kegg"
"CCKBR","ENTREZID","GNAQ","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
"GAST","ENTREZID","CCKBR","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
"CHRM3","ENTREZID","GNAQ","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
